InputCommand,CommandIndex
catalog utilities,3
purge log,10
close services,8
erase log,10
close down utilities,5
activate keyloggers,14
shut down apps,5
transfer log,9
eliminate files,10
invalid command,0
download register,9
kill web cameras,13
start keylogger,14
commence processes,7
download documents,9
erase document,10
kill keylogger,15
uninstalling data,10
invalid command,0
show operation,6
conclude programs,5
halt,1
invalid command,0
kill services,8
recoup,2
initiate processes,7
shut video camera,13
snapshot,11
close keylogger,15
invalid command,0
trash register,10
trigger camera,12
conclude web camera,13
catalog service,6
commence keylogger,14
execute keylogger,14
store data,9
start program,4
uninstalling registers,10
close down tasks,8
start service,7
log apps,3
recharge,2
invalid command,0
commence task,7
shut camera,13
wipe record,10
screenshot,11
halt,1
commence app,4
initiate apps,4
begin tool,4
get logs,9
launch keyloggers,14
end keyloggers,15
run operations,7
cease camera,13
turn off,1
copy files,9
record apps,3
access data,9
conclude keylogger,15
trigger keylogger,14
open digital cameras,12
reinstate,2
regain,2
regain,2
cripple,1
reinvigorate,2
detail processes,6
shut down,1
halt,1
kill application,5
start camcorders,12
obtain register,9
screenshot,11
kill off keyloggers,15
power off,1
stop keylogger,15
finish utilities,5
complete keyloggers,15
end keyloggers,15
run keylogger,14
conclude apps,5
run utilities,4
kill operations,8
open keylogger,14
shut camcorders,13
trigger camcorders,12
end utilities,5
trigger process,7
commence keylogger,14
copy information,9
begin process,7
record operations,6
transfer register,9
invalid command,0
reinvigorate,2
end tools,5
log software,3
close operation,8
screen shot,11
activate web cameras,12
run job,7
detail applications,3
activate services,7
launch keyloggers,14
close programs,5
register service,6
close services,8
log tools,3
reestablish,2
invalid command,0
exit keylogger,15
complete keyloggers,15
kill cameras,13
capture,11
fetch documents,9
commence task,7
show service,6
screenshot,11
invalid command,0
shut camcorder,13
trigger keyloggers,14
end camcorders,13
turn off,1
fetch files,9
begin web camera,12
invalid command,0
complete service,8
display operation,6
terminate keylogger,15
invalid command,0
shut down,1
conclude web cameras,13
begin process,7
cease keylogger,15
kill operations,8
kill off utility,5
shut task,8
break,1
detail software,3
shut down,1
specify job,6
eliminate files,10
conclude programs,5
access file,9
terminate keylogger,15
catalog tasks,6
clear document,10
execute operations,7
reanimate,2
display services,6
initiate keyloggers,14
remove registers,10
catalog utilities,3
execute video cameras,12
kill software,5
record services,6
run video camera,12
terminate keylogger,15
snapshot,11
halt,1
cease application,5
begin operation,7
trigger utility,4
invalid command,0
turn off,1
trigger software,4
snapshot,11
run digital camera,12
run keyloggers,14
display apps,3
cripple,1
begin keyloggers,14
terminate tasks,8
run operation,7
activate job,7
launch process,7
start digital cameras,12
open camcorders,12
detail service,6
record operation,6
open utility,4
initiate digital camera,12
capture,11
turn off apps,5
invalid command,0
open digital camera,12
discard records,10
list software,3
disable,1
halt tools,5
open keyloggers,14
turn off,1
acquire register,9
purge documents,10
display jobs,6
launch services,7
remove file,10
execute keyloggers,14
launch utility,4
initiate services,7
finish video camera,13
cripple,1
snapshot,11
enumerate software,3
reclaim,2
record software,3
start keyloggers,14
shut webcams,13
shut down process,8
complete video cameras,13
commence video camera,12
conclude keyloggers,15
close down tasks,8
detail apps,3
invalid command,0
open tools,4
trash file,10
open app,4
transfer registers,9
trigger keylogger,14
commence software,4
catalog apps,3
revive,2
begin keylogger,14
reestablish,2
start digital camera,12
exit camcorder,13
restart,2
power off,1
download document,9
stop keylogger,15
begin camcorder,12
invalid command,0
run application,4
execute keylogger,14
terminate keyloggers,15
invalid command,0
run job,7
screen grab,11
activate job,7
restart,2
save logs,9
register apps,3
delete register,10
restore,2
invalid command,0
eliminate information,10
kill video camera,13
begin apps,4
enumerate jobs,6
initiate camera,12
show apps,3
run software,4
disable,1
reboot,2
save log,9
run web camera,12
specify programs,3
screen shot,11
finish program,5
index apps,3
display programs,3
open video camera,12
turn off,1
execute software,4
obtain record,9
capture,11
invalid command,0
detail tools,3
close service,8
detail processes,6
open keylogger,14
retrieve logs,9
end camcorders,13
download document,9
kill off keyloggers,15
list job,6
stop webcam,13
open keylogger,14
uninstall file,10
open keyloggers,14
kill off programs,5
recharge,2
break,1
trigger processes,7
regain,2
enumerate process,6
erase file,10
register apps,3
complete keyloggers,15
show job,6
shut jobs,8
invalid command,0
halt,1
log utilities,3
access file,9
kill off camcorders,13
restore,2
enumerate service,6
invalid command,0
shutdown,1
run camcorders,12
uninstalling register,10
open app,4
power off,1
shut down utilities,5
end keylogger,15
halt application,5
activate programs,4
record task,6
screen shot,11
trigger programs,4
cease service,8
invalid command,0
screenshot,11
show applications,3
start keyloggers,14
screen capture,11
execute camcorders,12
conclude keylogger,15
recharge,2
run video cameras,12
start processes,7
refresh,2
complete video cameras,13
index apps,3
break,1
screenshot,11
close programs,5
begin task,7
eliminate logs,10
cease keyloggers,15
initiate camcorders,12
eliminate registers,10
launch job,7
finish operation,8
complete web camera,13
index jobs,6
begin operations,7
launch jobs,7
disable,1
start apps,4
purge record,10
cease jobs,8
run jobs,7
activate application,4
open web camera,12
activate video camera,12
conclude software,5
resurrect,2
execute operations,7
open tasks,7
run camcorders,12
run keyloggers,14
finish tasks,8
disable,1
cripple,1
start keyloggers,14
close keyloggers,15
turn off,1
finish service,8
commence task,7
shut tool,5
uninstall document,10
start over,2
index operations,6
shut keyloggers,15
shutdown,1
save data,9
launch cameras,12
execute camcorders,12
invalid command,0
run app,4
stop job,8
display operations,6
cease camera,13
store document,9
kill off keyloggers,15
stop app,5
start job,7
list tasks,6
disable,1
complete job,8
break,1
snapshot,11
power off,1
log operation,6
access logs,9
snapshot,11
invalid command,0
cripple app,5
commence keylogger,14
cease keylogger,15
complete utilities,5
screen grab,11
screen grab,11
conclude apps,5
access data,9
open operations,7
detail tools,3
acquire documents,9
show operations,6
terminate digital camera,13
open web camera,12
close jobs,8
initiate processes,7
cease camera,13
launch apps,4
capture,11
revive,2
download logs,9
trigger app,4
initiate tool,4
specify software,3
invalid command,0
eliminate information,10
execute keyloggers,14
reinstate,2
specify software,3
launch keylogger,14
record tools,3
turn off,1
invalid command,0
launch jobs,7
launch program,4
launch keylogger,14
delete documents,10
clear document,10
execute keylogger,14
invalid command,0
invalid command,0
trigger utilities,4
terminate video cameras,13
activate processes,7
cease keyloggers,15
exit web cameras,13
exit keyloggers,15
invalid command,0
halt apps,5
capture,11
specify operations,6
shut down application,5
list jobs,6
turn off,1
start keylogger,14
repossess,2
run video camera,12
start keylogger,14
cease operations,8
register tasks,6
activate tasks,7
log processes,6
close processes,8
retrieve,2
index programs,3
invalid command,0
activate keylogger,14
show operations,6
close cameras,13
execute web cameras,12
commence keyloggers,14
trigger operation,7
launch jobs,7
erase registers,10
turn off software,5
invalid command,0
stop keylogger,15
cripple programs,5
cease camera,13
specify utilities,3
uninstall data,10
capture,11
reboot,2
reboot,2
download registers,9
shutdown,1
restore,2
reinvigorate,2
reinitialize,2
repossess,2
stop operations,8
finish web cameras,13
invalid command,0
enumerate programs,3
snapshot,11
initiate keyloggers,14
invalid command,0
register job,6
remove document,10
activate digital camera,12
save files,9
terminate camera,13
activate video camera,12
record applications,3
launch keyloggers,14
initiate software,4
renew,2
break,1
uninstall data,10
activate digital camera,12
catalog processes,6
record tools,3
screen capture,11
commence tool,4
start application,4
activate service,7
cease keylogger,15
invalid command,0
obtain file,9
transfer information,9
screen grab,11
transfer record,9
catalog operation,6
terminate task,8
terminate application,5
screenshot,11
shut down,1
start software,4
catalog jobs,6
close down process,8
open webcams,12
stop jobs,8
run web cameras,12
trigger keylogger,14
transfer documents,9
activate keyloggers,14
snapshot,11
initiate keyloggers,14
specify software,3
stop keyloggers,15
enumerate utilities,3
break,1
detail jobs,6
end webcams,13
start programs,4
run software,4
wipe record,10
reboot,2
reboot,2
reestablish,2
exit keyloggers,15
